rank,address,label,proxy_score,wallet_type,trading_signal,win_rate_pct,profit_factor,track_record_days,txn_count,total_volume_usd,avg_trade_usd,active_days,tokens_traded,dex_count,source
3856,0x219ce7b889b80dfd85960814183fc2c5d443ddd3,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,44.4,0.51,176,51,511659.48,10032.54,23,11,4,dune_dex_trades
3857,0x8d0cef82188d5015b239d000529a41c7470cacd8,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,,,107,50,45456.38,909.13,28,8,3,dune_dex_trades
3858,0xc6eca5ce5327f605e51e1207467fb593707bcf57,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,33.3,1.07,168,46,204076.45,4436.44,32,16,1,dune_dex_trades
3859,0x262626a3f68330a6cada30426f7196c7ae806870,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,33.3,1.1,123,40,558213.08,13955.33,24,5,1,dune_dex_trades
3860,0x48b8419b2bc0fb63ee96e3a370e30b200cc2e672,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,,,131,35,27509.11,785.97,23,4,4,dune_dex_trades
3861,0xd8af189b47b27fb698910f4e89a24ba26bcef59c,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,,,150,32,29426.68,919.58,23,1,1,dune_dex_trades
3862,0xb9cf1e3546b875095372f49074f21cca8be5368f,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,,,145,30,26956.61,898.55,21,20,1,dune_dex_trades
3863,0xfa39ea4ad8893ce6e8b119ba4b7532a70d137c4a,Dune DEX Trader #0,52.5,DEX Trader,Active Trader,,,176,30,25992.48,866.42,25,1,1,dune_dex_trades
3864,0xabb2acd3be814a80e502575d6c1dc5f789e9cd10,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,27.3,0.29,175,2534,5400863.78,2131.36,175,22,5,dune_dex_trades
3865,0x67196f5bbbb336faf8ba8aa15f7fbc7a53dbf189,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,40,0.1,152,308,648997.63,2107.14,35,7,4,dune_dex_trades
3866,0x6dad0e8941b6f83d6a86e4a6072174788410b37c,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,40,0.63,146,228,381182.65,1671.85,91,5,2,dune_dex_trades
3867,0xa05c67332cd47d0ff09ec6e73e4ecea9d2f7e01a,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,25,0.91,172,189,325309.23,1721.21,56,8,1,dune_dex_trades
3868,0xf3dcf08ddce36387f176b9cfc56561287cfca6c6,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,50,0.5,116,85,676113.25,7954.27,43,9,1,dune_dex_trades
3869,0x65d1ceee62653766cb89818a10712d62ab4939f5,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,115,85,57092.72,671.68,52,2,1,dune_dex_trades
3870,0xf7932df89827d9cbd13a12571bb4db9da67aaf75,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,40,0.93,110,48,146803.53,3058.41,31,5,5,dune_dex_trades
3871,0xc00eb08fef86e5f74b692813f31bb5957eaa045c,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,143,46,39613.34,861.16,33,10,1,dune_dex_trades
3872,0x36e58200ca908713e13a095b324147221f8859ea,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,144,35,27871.28,796.32,25,32,1,dune_dex_trades
3873,0x35b21ef7477159ee4d2bb28f1ae72513490361d7,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,156,34,31317.99,921.12,26,1,2,dune_dex_trades
3874,0x92706a5a71b356363ebf64aa4935a9b0d9a8c880,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,142,32,27954.11,873.57,23,4,1,dune_dex_trades
3875,0xdc8078a3002eb519ef780d52fe8dbcb365412b16,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,149,32,29921.05,935.03,24,4,1,dune_dex_trades
3876,0x72be4d6a77d5589ea7a266c3223639ea7b29feb9,Dune DEX Trader #0,52.4,DEX Trader,Active Trader,,,136,30,29654.43,988.48,21,8,1,dune_dex_trades
3877,0x2fe4093c894749e596f458764c377bf4f1337b58,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,40,0.23,151,360,1466804.84,4074.46,58,169,5,dune_dex_trades
3878,0x4337003fcd2f56de3977ccb806383e9161628d0e,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,50,0.29,164,303,2376847.59,7844.38,109,10,4,dune_dex_trades
3879,0x4a07f501d5f8b6447ef7add558207f20c79eeb4f,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,40,0.58,151,249,487216.36,1956.69,93,8,2,dune_dex_trades
3880,0x4a4037e53306f284cf214b733e9a54d6a5939818,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,40,0.62,162,97,3449953.93,35566.54,42,5,5,dune_dex_trades
3881,0x05e7c72498fdecf1c3638b66af2740adea8d7f8f,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,124,81,62445.75,770.94,53,5,4,dune_dex_trades
3882,0x1280de299a5a21d939fe5fb3cfb737d50e22bb1f,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,28.6,0.94,171,59,75191.4,1274.43,24,11,2,dune_dex_trades
3883,0x9323318261718f36ed55e34391c160260d3863ff,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,178,56,40312.42,719.86,49,3,1,dune_dex_trades
3884,0xb9b6c90772651c57862cda9d275a6a6c8d5df7ef,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,50,0.82,172,52,34170.47,657.12,29,8,3,dune_dex_trades
3885,0x1e01a9d1b400ca8ff87dc22774f2d04bbbfacab1,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,66.7,0.09,156,50,92953.16,1859.06,29,4,4,dune_dex_trades
3886,0xc46a7b5c1b52b3a633079e44e6dedc248f9ac9e1,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,33.3,0.94,178,48,1729056.73,36022.02,28,3,1,dune_dex_trades
3887,0x9054e26f327d180b2968d619237e6b46c87a8b28,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,66.7,0.36,133,46,32834.44,713.79,22,9,3,dune_dex_trades
3888,0x1ec138060ad22c473d33e823f46865d8e785c296,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,169,41,3176990.26,77487.57,35,1,1,dune_dex_trades
3889,0x81907724a4d094fd505a2fd1ec97fab7a73e8542,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,60,0.22,141,38,43308.65,1139.7,20,7,5,dune_dex_trades
3890,0x2e6e5cb8ace3e6c866adaf32a728a8082ac5b626,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,115,38,28493.88,749.84,24,18,1,dune_dex_trades
3891,0x9dc4c5bb5f99f91db68e28509f5e1e7668aac76f,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,101,37,28398.43,767.53,21,7,1,dune_dex_trades
3892,0xdcf0e94af059ae72ab2b6e9dcc8e4f5a53e60577,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,120,31,26064.72,840.8,20,2,1,dune_dex_trades
3893,0x24d9939c6e61a0707debbec2b41a9527e5968571,Dune DEX Trader #0,52.3,DEX Trader,Active Trader,,,134,30,23667.79,788.93,21,1,1,dune_dex_trades
3894,0x7c443f4088c0a3a5daeda316762bcc389bd63b4d,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,33.3,0.59,177,1172,1092237.19,931.94,154,19,2,dune_dex_trades
3895,0xcfb481dad0a5acf826e317b4423ee6f0cd3876c4,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,25,1,137,172,290782.46,1690.6,55,5,4,dune_dex_trades
3896,0xe173cc94d4755b72eb9196cf50dbcd2cba54e348,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,40,0.52,163,63,131541.81,2087.97,22,7,5,dune_dex_trades
3897,0xad1c1f1f0c7099502fcb4fdf36aa770473a5f14b,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,28.6,1.08,107,62,635569.62,10251.12,25,9,2,dune_dex_trades
3898,0x1dc112d802fe14ce3bed75070fa3f79da9134218,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,44.4,0.66,96,58,59377.74,1023.75,27,12,1,dune_dex_trades
3899,0x56220bcf0ba2a32d8e95bb6294d55555126f2fd0,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,,,93,58,55956.16,964.76,32,3,3,dune_dex_trades
3900,0xedff3dfdea024bd3d232523f42627036aa420e01,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,40,0.6,134,54,93106.87,1724.2,20,11,1,dune_dex_trades
3901,0xe7c4f9e934bb44ad6e51f470c5e01370aeb10122,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,40,0.72,125,49,102087.4,2083.42,23,5,1,dune_dex_trades
3902,0x4541746318c042529140f99ba652a75d071442f7,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,50,0.93,174,45,39225.14,871.67,34,4,1,dune_dex_trades
3903,0x3819ec18c306ee68e31535c50cc8f9257314519a,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,,,139,42,28951.97,689.33,31,9,1,dune_dex_trades
3904,0xacc5685046629cc7bc19bcd695f4931eeb027685,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,,,147,40,25624.92,640.62,31,2,1,dune_dex_trades
3905,0x445d9d2bfa88e2b7e7261552db08b74f628e8680,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,,,108,34,2807957.74,82586.99,21,2,3,dune_dex_trades
3906,0xb171411c4cd9e262ab058f97c6938654d9815c8d,Dune DEX Trader #0,52.2,DEX Trader,Active Trader,,,147,30,24867.68,828.92,23,11,1,dune_dex_trades
3907,0x60e97ca8d75eb9195acbcf615390cdef241a00bc,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,22.2,0.66,125,813,9924756.77,12207.57,117,10,5,dune_dex_trades
3908,0x8d73a36d78e2ae4a437053c9ce3be70d483ab74d,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,33.3,0.16,156,519,1146868.07,2209.77,41,137,4,dune_dex_trades
3909,0x2cdb6f713ceee9818cd9bc1c6bf0d97545b1a643,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,47.4,0.17,136,495,5787117.2,11691.15,101,23,2,dune_dex_trades
3910,0x0f775fd0f830a5eb78e6d780a84696f723e5ce18,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,33.3,1.02,167,101,704640.55,6976.64,70,3,2,dune_dex_trades
3911,0x24a6773053a0481d0549d4119a3dc2cc6ff1f0a0,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,133,55,44616.77,811.21,41,2,1,dune_dex_trades
3912,0xbcaccc1a2b839f713bc9f6c4a6372bc3984bcc0b,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,42.9,0.8,104,53,123890.21,2337.55,33,9,2,dune_dex_trades
3913,0x6d362330d1987d29c04bf1c4553b09fc39084102,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,138,52,39617.24,761.87,40,7,1,dune_dex_trades
3914,0x78b0f0f60eb339ac6bd85d9407be6f9eb7ccdf7d,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,121,49,35922.09,733.1,34,2,1,dune_dex_trades
3915,0x96fb9d73d63c94c92896b65cdd38cb96de6824ff,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,111,47,3884179.39,82642.11,30,1,2,dune_dex_trades
3916,0x422ed3165dc7a5954850d41047a5a5daa9b0b393,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,108,43,37768.31,878.33,27,7,1,dune_dex_trades
3917,0x89fd78b557a4434c232973341150f0632ab7b8a3,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,121,41,33282.65,811.77,28,20,1,dune_dex_trades
3918,0xbcb4e4bcc41ab1494a3eb3456ed4edb8da5d46e4,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,154,41,39751.36,969.55,34,1,1,dune_dex_trades
3919,0xbd9c1edaecc5f22ec8d2cd4591d4bd2a8c33d6ce,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,144,36,31386.79,871.86,28,6,4,dune_dex_trades
3920,0x82e90ec6e4aff8dae9ebb250caa937c730bc6a9a,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,104,36,2387959.06,66332.2,22,1,1,dune_dex_trades
3921,0x2ca4aeb9e8d660d5f11674222a8b18057e247bc9,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,50,0.5,171,31,125308.71,4042.22,22,7,5,dune_dex_trades
3922,0x72b48aa1d098b52e09c78e8caf6b5bf674aaf2e8,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,132,31,24170.41,779.69,23,23,1,dune_dex_trades
3923,0xe45b4a84e0ad24b8617a489d743c52b84b7acebe,Dune DEX Trader #0,52.1,DEX Trader,Active Trader,,,176,30,25460.85,848.7,28,2,2,dune_dex_trades
3924,0xf197c6f2ac14d25ee2789a73e4847732c7f16bc9,Bitpanda 4,52,Unlabeled,Holder,,,30-90 days,5018,,,,,,
3925,0xd58fab416bb2e2e6ab6fce17f7ebad5cafd84c85,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,40,0.29,171,571,875627.94,1533.5,122,10,2,dune_dex_trades
3926,0x16cef68c31dc48adef0ad1aed387dcef566889d4,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,33.3,0.88,137,103,600822.65,5833.23,47,5,5,dune_dex_trades
3927,0x8a8f53a0c29a1d43d5b0df7de4a8a2d5020317a1,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,33.3,0.69,151,79,188417.22,2385.03,26,19,2,dune_dex_trades
3928,0x48e556e6c4cdf1e06d3bd5bd03b0773cec8c0f12,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,,,177,72,5631682.31,78217.81,69,1,1,dune_dex_trades
3929,0x716c724ff26eb47a188b83a44ff95d11e4ca2f63,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,,,101,42,40903.26,973.89,26,2,1,dune_dex_trades
3930,0x0d9f8c9ad3834077c015ddc454099b52675ed160,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,33.3,0.96,133,41,163748.23,3993.86,22,4,1,dune_dex_trades
3931,0xaa72c874bacabb8eb9a5efe0fb2c24218f245853,Dune DEX Trader #0,52.0,DEX Trader,Active Trader,50,0.53,126,39,60272.3,1545.44,25,5,5,dune_dex_trades
3932,0xd249942f6d417cbfdcb792b1229353b66c790726,Dune DEX Trader #0,51.9,DEX Trader,Active Trader,31.4,0.16,179,2091,14534747.62,6951.1,112,35,3,dune_dex_trades
3933,0x4337012eaf1f862b8dbdc6b62a01782ae01ef038,Dune DEX Trader #0,51.9,DEX Trader,Active Trader,33.3,0.67,172,297,4193562.2,14119.74,104,9,5,dune_dex_trades
3934,0xbfac45b12662478eecba2f419e5ca864ed21ccde,Dune DEX Trader #0,51.9,DEX Trader,Active Trader,50,0.43,161,76,247717.43,3259.44,44,5,2,dune_dex_trades
3935,0x59675705d4853b64171aca3c4137e6eb910d630e,Dune DEX Trader #0,51.9,DEX Trader,Active Trader,,,147,39,30989.94,794.61,33,3,1,dune_dex_trades
3936,0x19c77b18ef49ab6ad2e16c3c42eb98aa78d0bf14,Dune DEX Trader #0,51.9,DEX Trader,Active Trader,,,113,39,33901.72,869.27,27,33,1,dune_dex_trades
3937,0xae4a21f2a5ab6714e0cc4ca87fd3f92f153b60c3,Dune DEX Trader #0,51.9,DEX Trader,Active Trader,,,94,35,30180.93,862.31,21,4,1,dune_dex_trades
3938,0x4337005db25dbad41da5692ba1188751ee5d98b6,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,33.3,0.72,168,294,2132463.04,7253.28,115,8,5,dune_dex_trades
3939,0xce069f944c6f7c6bd76f7db83408755968426f1c,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,33.3,0.77,179,128,156694.84,1224.18,58,6,5,dune_dex_trades
3940,0x32fc600dcafd4c978354cc82a40213b643a2f2c6,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,60,0.34,169,108,5432212.8,50298.27,41,7,5,dune_dex_trades
3941,0xa88bd9c71ef8bdb60105e4d5de2d4fd71be2d3b2,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,37.5,0.84,94,99,160663.2,1622.86,46,12,2,dune_dex_trades
3942,0xdef7c0edd5701da7ccc1730135238aa1eab8af36,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,40,0.7,121,83,239954.36,2891.02,40,6,4,dune_dex_trades
3943,0x01a4ebafbc18001dc9e6aa69523d8ac9e51c6fe2,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,33.3,0.95,134,70,420812.88,6011.61,39,3,2,dune_dex_trades
3944,0x4f5fe8da30c1c11fe537730940ced62ac37ea371,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,33.3,0.84,177,60,635945.16,10599.09,32,7,5,dune_dex_trades
3945,0xfe62f966b5118f7492ebabf0fd39f3f4a152c9a3,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,33.3,1.07,90,53,272456.48,5140.69,28,3,2,dune_dex_trades
3946,0xebc050ac3cdae29c3ca5d2a65dd34d22a7281552,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,66.7,0.38,147,49,40495.32,826.44,31,7,3,dune_dex_trades
3947,0xa0d5a274f95decb536bbbaa922d6d0fb692a627d,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,,,147,36,28635.19,795.42,31,2,1,dune_dex_trades
3948,0x350a8c2e713f5d195e9ba73a907e127f5c12d135,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,,,105,35,2746549.4,78472.84,23,1,1,dune_dex_trades
3949,0x96116f80aa4e0edaa602bb9e14a4f29d866af798,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,,,100,31,23762.16,766.52,20,1,1,dune_dex_trades
3950,0xef1c5994de6826a39bcaddc511f28a5257b693cc,Dune DEX Trader #0,51.8,DEX Trader,Active Trader,,,105,30,25812.07,860.4,20,10,1,dune_dex_trades
3951,0xbeea3fc7f306cbba9b292f247455b92ad66b3500,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,41.7,0.39,178,365,10111332.74,27702.28,120,16,5,dune_dex_trades
3952,0x5c0642fe68fc72cf03f676b28faf5cf97cc0b265,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,27.3,0.78,170,164,3168330.41,19319.09,51,15,7,dune_dex_trades
3953,0xcefcca169357a18eb8c3f230f92b58562e48cae5,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,40,0.56,176,153,3688016.74,24104.68,69,8,4,dune_dex_trades
3954,0xd48738c363a720a4f70f687435a24675367aed09,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,33.3,0.73,155,96,135318.46,1409.57,37,3,1,dune_dex_trades
3955,0x125bf9e8f1023623a4b8e87a6b8319368960ccb8,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,25,1.06,104,75,614951.96,8199.36,25,6,5,dune_dex_trades
3956,0x4a420e0878b63775ff4f4db22b4cef3439714693,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,33.3,0.62,167,62,77386.8,1248.17,20,4,2,dune_dex_trades
3957,0x33d11b3639f145acd790ca8d6a01b31e5f152556,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,,,135,37,28359.86,766.48,31,2,1,dune_dex_trades
3958,0xbeab996c1e516644512252fc80ce84aaab2cdbdf,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,,,111,35,33951.35,970.04,25,1,1,dune_dex_trades
3959,0xc85aa0aeb2458f9f35f0224f773cd90a96ce813c,Dune DEX Trader #0,51.7,DEX Trader,Active Trader,,,114,34,33864.8,996.02,25,2,2,dune_dex_trades
3960,0x6ff3966c2c88dd17c2c9890b05f1e3d6eed3b141,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,50,0.17,139,210,250598.04,1193.32,56,8,4,dune_dex_trades
3961,0xd813771d3938e7acd0175bcf938cd6bb071d72ff,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,50,0.17,105,145,476269.39,3284.62,33,63,3,dune_dex_trades
3962,0x666c9bc7b9702b2c3343697a6f60540f2455a564,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,33.3,0.66,146,140,1510551.75,10789.66,46,3,5,dune_dex_trades
3963,0xaa474c639cfcc22baf602f31c3ce1f13702a87b4,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,33.3,0.91,166,101,787363.63,7795.68,62,8,2,dune_dex_trades
3964,0xe0b46fe515f3ec4cd32af3d71395fda21d999991,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,50,0.27,124,72,179422.82,2491.98,24,16,5,dune_dex_trades
3965,0x890c2781412c8f26e8317140b5024d21c8908017,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,33.3,0.95,123,70,411006.71,5871.52,38,10,4,dune_dex_trades
3966,0xbe1e82b6b4b1483b8bd9412d847bb99319d07068,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,33.3,0.92,98,50,87866.89,1757.34,22,32,2,dune_dex_trades
3967,0x5ab2d1f5069dd2f9aeec3b0a8e923b1cdbe7fc44,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,40,0.61,166,44,53655.89,1219.45,22,9,4,dune_dex_trades
3968,0x90983672b6031f02b75634b12e34e92194bda6eb,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,,,103,43,3460942.29,80487.03,30,1,1,dune_dex_trades
3969,0xa659e203f5e5a24f5eeca842a5e8d70ea37bc4d6,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,,,91,38,27789.81,731.31,24,26,1,dune_dex_trades
3970,0x50ac669705c18aa73db62d18578e2d9bed506d73,Dune DEX Trader #0,51.6,DEX Trader,Active Trader,,,107,31,22237.38,717.33,22,10,1,dune_dex_trades
3971,0x440888714a6afed60ff44e9975a96e6a36f7fac4,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,28.6,0.74,174,312,2241579.31,7184.55,102,19,6,dune_dex_trades
3972,0x9ed1706b5516d9d6397e6ce2983d4528e726299f,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,40,0.52,148,250,462646.81,1850.59,96,9,2,dune_dex_trades
3973,0x71651b7678e40a244b6d8a4cf766c0709caac769,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,40,0.52,148,237,836722.64,3530.48,90,7,2,dune_dex_trades
3974,0x4ac7bb5afb71a529cda1219ff69c7d45d32a50c4,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,33.3,0.48,101,190,640285.71,3369.92,35,3,2,dune_dex_trades
3975,0x36c44ed34d5b48913c6b82048265ad0dc42f6bd1,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,50,0.31,146,133,319198.07,2399.99,57,26,3,dune_dex_trades
3976,0xf33030adb6503d58a3f946b1553c298504aed495,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,42.9,0.49,146,115,156024.15,1356.73,49,7,4,dune_dex_trades
3977,0xf94e5cdf41247e268d4847c30a0dc2893b33e85d,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,40,0.43,170,66,602332.68,9126.25,22,11,2,dune_dex_trades
3978,0x71f12a5b0e60d2ff8a87fd34e7dcff3c10c914b0,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,50,0.36,167,56,1222160.63,21824.3,30,14,5,dune_dex_trades
3979,0x7d77797d0a0cac72023f385935f34d709419f571,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,50,0.36,175,49,939575.83,19175.02,27,7,1,dune_dex_trades
3980,0x111cd1289b595fb14deda277f07364362f8874f8,Dune DEX Trader #0,51.5,DEX Trader,Active Trader,33.3,0.93,152,32,57585.6,1799.55,20,7,4,dune_dex_trades
3981,0x43856d70d2e1832578c600f54f46fb44511fbdf6,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,32.3,0.11,179,7704,13102693.02,1700.76,181,458,1,dune_dex_trades
3982,0x25e36270051f0c78f0744a3da53dc9b2b4b89039,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,40,0.22,173,254,509657.66,2006.53,51,24,1,dune_dex_trades
3983,0xad3f3173b6985fb5aabf422c1208733d408b4f07,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,30,0.92,133,139,862508.51,6205.1,62,15,3,dune_dex_trades
3984,0xf5e4b6f1f714942ce59ae28bc426ee63fd6337b7,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,25,1.01,109,117,635238.92,5429.39,39,7,3,dune_dex_trades
3985,0x3063c5907faa10c01b242181aa689beb23d2bd65,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,33.3,0.88,170,107,15000501.09,140191.6,27,3,3,dune_dex_trades
3986,0x67622164dbb8d0a9ec3ffc51785736e290c5823d,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,33.3,0.89,162,107,681489.23,6369.06,65,7,2,dune_dex_trades
3987,0xe01e635eee06a8cbd416289a3ef6e26c56679116,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,,,148,66,33008.01,500.12,66,1,1,dune_dex_trades
3988,0xb8d85165d79705fc29e5f6463827bcfa0cf3df8b,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,50,0.56,114,38,128722.98,3387.45,29,4,3,dune_dex_trades
3989,0xd66c9dc0213caf3e9e74a7d1b3341d7d231a5168,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,,,133,34,30384.33,893.66,31,3,1,dune_dex_trades
3990,0x13607af931f9fa0dfdb8a53bb5d9867d951fc68f,Dune DEX Trader #0,51.4,DEX Trader,Active Trader,50,0.42,172,31,65766.25,2121.49,21,4,4,dune_dex_trades
3991,0xdb8487ed69176457ad0e2bd9c171895564bd6ea2,Dune DEX Trader #0,51.3,DEX Trader,Active Trader,33.3,0.47,123,2034,1955256.97,961.29,121,112,2,dune_dex_trades
3992,0x30701054871bc1a9ad74c04534cbade910388a22,Dune DEX Trader #0,51.3,DEX Trader,Active Trader,40,0.86,163,90,67813.12,753.48,33,8,5,dune_dex_trades
3993,0xa947b33c02887ac23e0f10816039e79cae30d6d8,Dune DEX Trader #0,51.3,DEX Trader,Active Trader,33.3,1.04,90,67,108560.68,1620.31,38,4,1,dune_dex_trades
3994,0xf78dfc47e09c1c8117a85579283c95ed4f19086e,Dune DEX Trader #0,51.3,DEX Trader,Active Trader,44.4,0.54,154,51,73551.88,1442.19,30,12,1,dune_dex_trades
3995,0xdcdb567740afdce02e26400ee2ebe611ab7b31e1,Dune DEX Trader #0,51.3,DEX Trader,Active Trader,,,115,41,30800.77,751.24,34,3,2,dune_dex_trades
3996,0x3fd4c36e8364566f9399ebaf26b41c1033045ad9,Dune DEX Trader #0,51.3,DEX Trader,Active Trader,,,115,36,24167.61,671.32,30,2,3,dune_dex_trades
3997,0x8e90675e889fcf027d47b04d859aa537f7052626,Dune DEX Trader #0,51.2,DEX Trader,Active Trader,41.7,0.22,179,636,11715711.95,18420.93,151,13,5,dune_dex_trades
3998,0xc8e973e4e0dea85c26c908bf4811f39dffb541c4,Dune DEX Trader #0,51.2,DEX Trader,Active Trader,25,0.45,136,251,344370.56,1371.99,34,99,4,dune_dex_trades
3999,0xfe991d7563e917acc85b8d363e38193bd43c3a2f,Dune DEX Trader #0,51.2,DEX Trader,Active Trader,40,0.47,168,136,477917.25,3514.1,53,94,3,dune_dex_trades
4000,0x4341ab2617e4e558f35e3ada61b0be489a5b3690,Dune DEX Trader #0,51.2,DEX Trader,Active Trader,40,0.68,124,56,138752.66,2477.73,30,7,6,dune_dex_trades
