rank,address,copy_trading_score,win_rate_pct,profit_factor,track_record_days,max_drawdown_pct,avg_trade_duration_hrs,total_trades,active_days,trades_per_day,avg_trade_usd,total_volume_usd,tokens_traded,dex_count,first_trade,last_trade,wallet_type,source,tags
2476,0x940741c5e88d780b0cedf0c27f2c8a7251a24c43,41.5,33.3,1.03,93,,,55,33,1.67,5227.35,287504.43,3,2,2026-03-04 09:22:47.000 UTC,2026-06-05 23:09:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2477,0x40e56fa7759c1bdc67764fcd76c8ee7bc9486c08,41.5,33.3,0.08,128,,,508,57,8.91,2459.61,1249482.24,297,5,2026-02-01 13:52:11.000 UTC,2026-06-09 16:53:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2478,0x1b4bf2d6fc540d243c96c11d808e97522fee6e1a,41.5,25,0.67,159,,,49,22,2.23,1976.9,96868.1,7,4,2025-12-27 19:49:59.000 UTC,2026-06-05 14:03:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2479,0x89b96a60160d90269f9c01632349fa74b38e5304,41.5,33.3,0.09,154,,,181,38,4.76,19450,3520450.13,8,5,2026-01-05 15:47:47.000 UTC,2026-06-09 14:48:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2480,0xb8a5c47e2c89560746abaeea14954ff398bc943b,41.4,44.4,0.78,107,,,155,39,3.97,760.91,117941.37,19,4,2026-02-21 02:37:11.000 UTC,2026-06-08 21:55:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2481,0x96f10760291e4d449ec90422126425a33b02cf17,41.4,33.3,1.02,95,,,46,32,1.44,5163.55,237523.48,3,2,2026-03-03 12:15:35.000 UTC,2026-06-07 10:34:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2482,0xa345926bfd8705be3fd78fa84e19a8b5fe943df1,41.4,40,0.04,130,,,172,40,4.3,1243.35,213855.73,44,6,2025-12-26 08:35:47.000 UTC,2026-05-05 23:36:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2483,0x2d464bb2058a4a6b3a08e00b5e70ed125c34a346,41.4,14.3,0.6,165,,,124,54,2.3,6531.71,809931.8,11,4,2025-12-21 14:12:11.000 UTC,2026-06-05 07:45:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2484,0xbfa5d7bc4bbbd6dfa1d3a632a2206faa49f84414,41.3,33.3,0.5,116,,,551,39,14.13,1110.57,611925.36,8,4,2026-01-06 19:35:47.000 UTC,2026-05-03 00:25:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2485,0x8c87be9abc0096d95204224438342b50463f5ec6,41.3,33.3,0.64,91,,,62,43,1.44,4713.39,292230.32,3,2,2026-03-06 16:11:11.000 UTC,2026-06-06 06:13:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2486,0xfda68f66824ef2695df85a5aaac94097587d2893,41.3,33.3,0.36,143,,,51,28,1.82,1420.88,72464.75,43,3,2025-12-14 14:09:47.000 UTC,2026-05-06 19:35:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2487,0x38e1f6309f9dc9e70ddaae1e7c834c07e7784327,41.3,33.3,0.12,156,,,51,32,1.59,1065.49,54339.86,10,3,2025-12-13 18:11:35.000 UTC,2026-05-19 17:16:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2488,0xf0da4f6a56183a518bf6bd3baa6c5fa2237511fa,41.3,33.3,0.05,172,,,36,21,1.71,3655.08,131582.97,5,1,2025-12-13 21:32:23.000 UTC,2026-06-04 10:15:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2489,0x05c1aeb9d7ede6c82ec001a3f6cf69e89c86232f,41.2,33.3,0.34,105,,,448,50,8.96,1054.78,472543.08,92,3,2026-02-19 16:20:47.000 UTC,2026-06-05 14:46:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2490,0x01f14b808923c98cf372752bbad2d743341f1e19,41.2,33.3,0.79,98,,,65,36,1.81,5693.15,370054.95,3,2,2026-03-01 02:43:11.000 UTC,2026-06-07 14:18:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2491,0xd6c757043e7d59088969b188923c62fa960afe9b,41.2,33.3,0.96,167,,,91,46,1.98,154477.81,14057480.62,4,4,2025-12-22 03:20:11.000 UTC,2026-06-07 12:28:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2492,0x4c0b3b02f1295863923a7f5994fcf4368b1d4692,41.2,50,0.24,136,,,98,30,3.27,71720.15,7028574.59,7,6,2025-12-19 08:29:11.000 UTC,2026-05-05 04:13:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2493,0x274c1182f88ddf7bca37dae97be038d604f8b338,41.2,40,0.53,151,,,57,30,1.9,917.17,52278.48,10,4,2026-01-06 18:48:11.000 UTC,2026-06-07 12:00:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2494,0x7ccc1e278aca552a1280af2fd44920c645caad35,41.2,33.3,0.04,169,,,110,24,4.58,1102.83,121311.8,3,1,2025-12-13 05:32:23.000 UTC,2026-05-31 07:46:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2495,0x22225d7dceb368093c6501f93fce337a4b07de98,41.2,25,0.3,169,,,87,31,2.81,4115.13,358016.28,5,2,2025-12-12 06:17:35.000 UTC,2026-05-30 15:48:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2496,0x234e7d7a0192bf7e952841d2114b0e53db5655fd,41.2,33.3,0.03,151,,,82,42,1.95,1243.59,101974.65,23,4,2026-01-03 13:14:11.000 UTC,2026-06-04 00:18:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2497,0x008d4702d31992835f511f68bb9ce88bb9e39b82,41.1,40,0.86,125,,,214,34,6.29,50802.57,10871749,6,5,2026-02-02 18:00:11.000 UTC,2026-06-08 16:57:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2498,0x4ae0ad0ba10dc97487cb1dd571aef20537280859,41.1,40,0.29,90,,,2958,42,70.43,1162.08,3437434.92,7,3,2026-02-13 16:31:35.000 UTC,2026-05-15 11:25:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2499,0x222190ff6ea85cd624c421072a047ab08eb7bdd2,41.1,25,,162,,,220,61,3.61,1168.92,257162.41,108,3,2025-12-16 17:55:23.000 UTC,2026-05-27 19:03:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2500,0xe174fee2f56f00aa9ff56d34293a2c3bc6dd3870,41.1,33.3,0.3,136,,,152,35,4.34,2469.22,375320.94,6,5,2025-12-24 12:51:47.000 UTC,2026-05-09 15:56:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2501,0x4ab6926adc16bf6cb73e3507a2d2bef44f7539a7,41.1,33.3,0.64,127,,,47,25,1.88,1531.84,71996.25,6,2,2026-01-30 04:32:47.000 UTC,2026-06-06 10:31:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2502,0x0d64023379e7df7f30ff19be817a27f853c195bf,41.1,25,0.71,92,,,163,55,2.96,5984.83,975527.2,8,2,2025-12-15 16:01:11.000 UTC,2026-03-18 02:29:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2503,0x27106ce3dd30a7f86ec9df9e878fe7489cbe306c,41.1,33.3,0.47,104,,,65,44,1.48,4598.05,298873.13,3,2,2026-02-23 04:10:35.000 UTC,2026-06-07 17:49:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2504,0x1237a5e0dd8e4e7b6829d69d15db6f16f216f8e5,41.1,60,0.07,115,,,52,29,1.79,931.15,48419.83,9,3,2025-12-11 19:36:47.000 UTC,2026-04-06 14:58:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2505,0xc21715596ec2ea551dbc7c9c549df103b3dd0d42,41.1,33.3,0.2,146,,,63,33,1.91,1074.85,67715.57,31,4,2025-12-21 06:55:47.000 UTC,2026-05-17 00:09:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2506,0x4df457f338f4c102f066f807fc16cad81bdc42f6,41.1,25,0.05,168,,,178,51,3.49,4276.89,761286.75,5,3,2025-12-23 03:08:35.000 UTC,2026-06-09 15:38:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2507,0x3e4994479267af5936e30f934c974d900f7a58d9,41.1,25,0.19,169,,,66,38,1.74,5850.97,386164.28,6,1,2025-12-16 07:35:59.000 UTC,2026-06-03 08:30:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2508,0x858b71e1d6e421fee400994bfd918da26dfd33af,41.0,60,0.51,91,,,178,21,8.48,76900.8,13688342.7,5,4,2026-02-12 03:46:11.000 UTC,2026-05-14 14:42:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2509,0xf042be020a9281f5bce97817c3364f652cea5e4e,41.0,33.3,0.57,116,,,277,34,8.15,10297.51,2852409.69,6,1,2026-02-11 10:02:59.000 UTC,2026-06-07 10:37:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2510,0x15bef4ace62e77c052ba0db20533a84c1e68c5f8,41.0,40,0.33,115,,,77,30,2.57,1081.22,83253.93,39,3,2026-01-04 12:05:59.000 UTC,2026-04-30 07:39:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2511,0x90f3e4fd8d09e9f896c366c12c33e9ef64048a4b,41.0,33.3,0.74,93,,,61,38,1.61,4356.86,265768.54,3,2,2026-03-04 11:37:23.000 UTC,2026-06-05 16:06:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2512,0x9475cb7469e6fd31d6b8bbb33a26f06594426c7d,41.0,40,0.21,130,,,82,26,3.15,1589.39,130330.07,5,2,2026-01-17 13:17:23.000 UTC,2026-05-27 23:42:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2513,0x81cdfde5eda7f5750609fc2897d882fecb42f0f7,41.0,40,0.02,147,,,125,25,5.0,3032.48,379060.17,11,5,2025-12-30 16:23:11.000 UTC,2026-05-26 18:27:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2514,0xf7b4385d269e94b918a44ed6f8499b0e1d73bda0,41.0,25,0.84,135,,,47,31,1.52,1725.9,81117.3,10,3,2026-01-20 16:23:59.000 UTC,2026-06-05 15:39:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2515,0x94da225aff42a7b9543a05913810d91f67e07683,41.0,33.3,0.54,104,,,235,69,3.41,847.39,199137.29,13,7,2026-02-17 08:43:59.000 UTC,2026-06-01 13:14:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2516,0x4f8633ddae2f74ea0e31468f58376f338f1b2550,41.0,28.6,0.12,173,,,92,26,3.54,5452.12,501595.39,19,5,2025-12-17 01:00:11.000 UTC,2026-06-09 00:26:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2517,0x853a6a9d292dee5ca42e022796e410a78ff2ec35,41.0,33.3,0.25,146,,,43,29,1.48,3195.61,137411.09,7,3,2026-01-08 22:37:23.000 UTC,2026-06-04 07:44:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2518,0x4212d71176ed5dccff947eec1a3d3206f476caac,41.0,33.3,0.11,159,,,57,26,2.19,6258.19,356716.59,11,4,2025-12-19 12:22:11.000 UTC,2026-05-28 07:52:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2519,0xcabcbb623b6e4bb4b1f2157372417351d84f2f62,40.9,33.3,0.85,99,,,255,32,7.97,19286.79,4918131.17,4,5,2025-12-29 21:10:35.000 UTC,2026-04-07 23:20:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2520,0xf689f8f685ddfb2ac81709160813878caf185092,40.9,33.3,0.9,137,,,295,40,7.38,59658.58,17599281.94,4,6,2026-01-23 09:08:23.000 UTC,2026-06-09 14:24:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2521,0x12fcae48014181f049f64de14dfa892fc8fe8e64,40.9,33.3,0.58,118,,,46,32,1.44,1036.8,47692.76,11,2,2025-12-11 18:46:23.000 UTC,2026-04-09 01:08:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2522,0xcb0f8e62a219381a144fef9e80236da0cba8beca,40.9,20,0.57,136,,,167,55,3.04,1507.62,251772.25,5,4,2026-01-24 05:25:35.000 UTC,2026-06-09 13:33:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2523,0x9011731b501e10b3b59669fcbca7552b633cb17e,40.9,25,0.48,119,,,141,55,2.56,8889.79,1253460.37,5,5,2026-02-05 10:43:11.000 UTC,2026-06-05 04:00:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2524,0x0cde01c94ed41fa3055d2cef5bcd3c0c005a3673,40.8,50,0.78,101,,,147,26,5.65,66760.78,9813834.51,4,4,2026-02-01 20:01:59.000 UTC,2026-05-14 15:32:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2525,0x186fbb499ec4bb8188f8021b0ed564b710696776,40.8,33.3,0.34,142,,,124,25,4.96,5655.23,701248.01,9,4,2026-01-16 10:38:35.000 UTC,2026-06-08 08:11:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2526,0x5de0c18ad34e2895aa6b7088e4e42305909d409d,40.8,33.3,0.99,108,,,30,23,1.3,3232.97,96989.11,4,2,2026-01-19 18:04:11.000 UTC,2026-05-08 07:07:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2527,0xb79d1572b5f867b314a9cde48f3bb5467b779b4a,40.8,33.3,0.49,128,,,60,28,2.14,3552.85,213171.13,5,1,2026-01-31 20:55:35.000 UTC,2026-06-09 15:20:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2528,0x66aa3186fb7e5506f9e0afb6be4f4b9e64702439,40.8,25,0.52,158,,,58,24,2.42,3773.32,218852.54,4,1,2025-12-30 13:56:11.000 UTC,2026-06-07 13:12:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2529,0x81fe2eddf7b47777eed038d8c6ed9c53cf12dc14,40.8,20,0.57,171,,,50,24,2.08,35843.7,1792185.02,5,5,2025-12-17 15:46:59.000 UTC,2026-06-06 19:38:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2530,0x04d895a70e04f80b4f1a1ab448ee9adf9cd830d0,40.8,33.3,0.22,153,,,50,22,2.27,4709.11,235455.65,23,5,2025-12-15 15:29:35.000 UTC,2026-05-18 12:45:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2531,0x152ae1838f30104a8bf2a4e26dee93c94a443f6e,40.8,33.3,0.15,156,,,49,24,2.04,1754.53,85971.87,30,4,2026-01-02 17:30:59.000 UTC,2026-06-08 03:03:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2532,0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29,40.8,33.3,0.08,151,,,57,34,1.68,1011.45,57652.72,5,4,2026-01-08 11:01:35.000 UTC,2026-06-09 00:01:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2533,0x5846ac5619d2a762751b1663d86a402085505765,40.7,50,0.88,111,,,232,38,6.11,131650.05,30542811.66,9,6,2025-12-12 10:36:59.000 UTC,2026-04-03 07:50:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2534,0x96228a6c4eadc0d80d2635c0e9e773b60f363abf,40.7,33.3,1,100,,,128,26,4.92,2175.81,278504.09,25,1,2026-01-25 10:09:23.000 UTC,2026-05-06 07:25:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2535,0xf5e4b6f1f714942ce59ae28bc426ee63fd6337b7,40.7,25,1.01,109,,,117,39,3.0,5429.39,635238.92,7,3,2026-02-19 13:41:11.000 UTC,2026-06-09 03:20:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2536,0x4235db8c03ce30aceb79bd7f658d5fd23ea8fe8d,40.7,25,0.33,136,,,316,52,6.08,5423.91,1713954.29,4,3,2025-12-29 02:08:47.000 UTC,2026-05-14 15:09:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2537,0x0e91ef81d4097615eb55a32f007a3bd6d0f03027,40.6,20,1.59,130,,,43,20,2.15,8502,365586.11,6,4,2026-01-22 21:01:59.000 UTC,2026-06-02 20:45:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2538,0xfe62f966b5118f7492ebabf0fd39f3f4a152c9a3,40.6,33.3,1.07,90,,,53,28,1.89,5140.69,272456.48,3,2,2026-03-08 13:03:47.000 UTC,2026-06-07 10:32:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2539,0x0a33bb5047489ee4fad6604f3fa5fc65e4df378c,40.6,33.3,0.69,122,,,35,22,1.59,1931.97,67619.01,26,2,2026-01-29 17:04:23.000 UTC,2026-06-01 13:38:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2540,0x66c0d9152209b51977047b9dc3b0b5bf2339b67c,40.6,25,0.32,167,,,37,25,1.48,17723.47,655768.52,6,4,2025-12-24 07:49:23.000 UTC,2026-06-09 09:23:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2541,0x36bdb4dffbb24118356ac2537b097acf96620110,40.5,33.3,,109,,,247,61,4.05,1035.76,255833.03,20,1,2026-02-16 00:22:47.000 UTC,2026-06-05 03:52:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2542,0xbf567b7c88b73f2c5ada6f352452641a94c47fe4,40.5,33.3,0.91,111,,,55,21,2.62,4159.13,228752,4,5,2026-02-11 17:03:23.000 UTC,2026-06-03 09:28:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2543,0xeb4efdba0b93956857ddc9cad4015a87c335edd2,40.5,33.3,0.66,93,,,61,37,1.65,5469.56,333643.05,3,2,2026-03-05 15:17:23.000 UTC,2026-06-06 17:24:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2544,0xdf1f6587aa741ff62cabb9bed8dad062713cf3ec,40.5,33.3,0.25,143,,,66,27,2.44,1821.79,120238.05,8,4,2025-12-13 07:44:59.000 UTC,2026-05-05 22:04:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2545,0xc8fe81fc7d579f0cb81c7a24160e6f0eb4f6afa4,40.5,25,0.46,161,,,44,22,2.0,28523.57,1255036.97,7,5,2025-12-28 21:37:11.000 UTC,2026-06-08 11:26:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2546,0xf37bf42711d8a3db92d5557ce75b702b7f6790d7,40.5,16.7,0.72,113,,,497,94,5.29,857.19,426025.33,6,1,2026-02-09 06:53:47.000 UTC,2026-06-02 07:41:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2547,0xfc847231c6cebca90ad50605ef9738360ccfab29,40.5,20,0.35,174,,,75,31,2.42,1599.77,119982.76,43,2,2025-12-15 21:12:59.000 UTC,2026-06-08 19:58:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2548,0x22c9e4b97433468bc5d0b99f03ff6b2ef023133b,40.5,33.3,0.24,113,,,227,77,2.95,930.1,211131.92,3,1,2026-02-09 06:53:47.000 UTC,2026-06-02 07:41:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2549,0xeda09f1266ec59c2cc48fdaa4f6539b9532a182b,40.5,25,0.34,155,,,41,35,1.17,9919.84,406713.57,4,3,2026-01-03 07:01:11.000 UTC,2026-06-08 01:53:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2550,0x288a2395f027f65684d836754ba43afa20ca09e6,40.5,20,0.27,110,,,176,76,2.32,1573.29,276898.99,8,5,2026-02-19 11:40:35.000 UTC,2026-06-09 16:01:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2551,0x083751b5bb29492ab43c2df6435b502d661bf4f6,40.4,20,0.82,123,,,133,48,2.77,1233.03,163992.45,10,5,2025-12-25 23:43:23.000 UTC,2026-04-28 15:12:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2552,0x86279d6ddb6e968d9bc2fd4eb3d452d0078c1906,40.4,25,0.67,119,,,94,43,2.19,1792.91,168533.65,14,3,2025-12-12 15:31:23.000 UTC,2026-04-10 16:41:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2553,0x9fbd068db842785a6144b0de541d0abb5ab8c9db,40.3,20,1.51,122,,,90,26,3.46,3820.99,343888.88,6,1,2026-01-19 22:14:11.000 UTC,2026-05-22 19:41:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2554,0xe8dbd336fd3aae7e562e123d26f322a6337b44fd,40.3,22.2,0.63,112,,,200,54,3.7,2827.9,565580.67,57,4,2026-02-16 15:07:35.000 UTC,2026-06-08 21:33:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2555,0x2400cd6bd21a6831b78dc78d189320c7d9b59327,40.3,20,0.34,161,,,224,43,5.21,2779.46,622598.8,63,5,2025-12-27 03:29:59.000 UTC,2026-06-06 18:01:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2556,0x47902b9cb6bf77e0c92251ade1ae049bd80b0508,40.3,28.6,0.51,128,,,74,35,2.11,1123.42,83133.3,11,3,2025-12-12 01:15:11.000 UTC,2026-04-19 19:26:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2557,0xa590d64e768b169aada9d95edb56f826551bac96,40.3,25,0.64,150,,,37,21,1.76,1144.09,42331.3,14,1,2025-12-29 00:29:47.000 UTC,2026-05-28 04:12:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2558,0xb2487a32103a89a63e8426ce0cc610c40456d900,40.3,25,0.34,162,,,47,26,1.81,1526.84,71761.66,20,4,2025-12-12 13:53:47.000 UTC,2026-05-24 03:30:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2559,0x014f39a54fd89c0815be95a34478367467f9632b,40.3,20,0.36,173,,,53,29,1.83,9011.04,477584.91,8,5,2025-12-17 16:45:59.000 UTC,2026-06-09 16:18:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2560,0xf4b3ed7b382d816437aba7c68fb5f0017cd4c535,40.3,20,0.02,172,,,164,58,2.83,1907.01,312748.88,14,4,2025-12-15 15:38:23.000 UTC,2026-06-06 02:34:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2561,0x7e3eabe6e60fe4a40fea735796d852a181da4897,40.2,25,1.05,124,,,57,25,2.28,2996.24,170785.59,8,2,2026-01-02 14:12:59.000 UTC,2026-05-07 13:35:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2562,0x830e1350a5ba6535527faed98329056033bbe112,40.2,25,0.68,118,,,158,42,3.76,1204.36,190289.48,105,3,2026-02-04 21:48:11.000 UTC,2026-06-03 17:51:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2563,0x6926a8b0be40a3606404ff4ccf8fd3c6bbfa83f9,40.2,33.3,0.77,130,,,123,44,2.8,733.58,90229.78,27,5,2026-01-01 12:26:11.000 UTC,2026-05-11 20:17:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2564,0xf78e050479e3d59e4c67722b6f5a5349a55c293c,40.2,33.3,0.13,174,,,322,45,7.16,90577.83,29166062.19,9,5,2025-12-15 19:46:47.000 UTC,2026-06-08 11:35:11.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2565,0x95d2602d30da1179fd13274839e60345857ca648,40.2,28.6,0.04,173,,,43,24,1.79,9902.95,425826.73,8,5,2025-12-17 18:34:11.000 UTC,2026-06-09 11:47:23.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2566,0x324dc8348ab55b6c766770c6a7f090ce2a1ada9b,40.2,25,0.1,154,,,93,49,1.9,2154.65,200382.34,6,8,2026-01-02 15:33:35.000 UTC,2026-06-06 02:56:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2567,0x076905252be7a2ace7b3dc04ee6f9cd7ed96d591,40.1,33.3,0.94,97,,,86,25,3.44,1763.1,151626.87,3,1,2026-02-06 19:28:23.000 UTC,2026-05-15 13:42:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2568,0x66fd9f7a6fe12d54cb7bc55976b77e7af9c960e7,40.1,25,1.31,151,,,88,30,2.93,856.74,75392.97,8,1,2025-12-31 07:36:47.000 UTC,2026-05-31 22:00:47.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2569,0xd0dd44488469e5daaaa095a6964888298cd5e710,40.1,33.3,0.2,138,,,200,30,6.67,2353.82,470764.27,25,1,2026-01-16 11:04:59.000 UTC,2026-06-04 09:18:59.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
2570,0xc33149eee1454f4f1b53d7fe1480c920edb71adf,40.1,33.3,0.67,110,,,52,27,1.93,1908.85,99259.97,3,1,2026-01-28 04:35:11.000 UTC,2026-05-18 05:29:35.000 UTC,DEX Trader,dune_dex_trades,ethereum|copy-trading|dex-trader|smart-money
